1/2657	(GI:15235666) is finished	(11.5 mins )
1589/2657	(GI:30683344) is finished	(21.06 mins )
1590/2657	(GI:238480658) is finished	(21.04 mins )
1591/2657	(GI:42572771) is finished	(21.03 mins )
1592/2657	(GI:186511527) is finished	(21.0 mins )
1593/2657	(GI:15233388) is finished	(20.98 mins )
1594/2657	(GI:15233393) is finished	(20.98 mins )
1595/2657	(GI:186511488) is finished	(20.95 mins )
1596/2657	(GI:15235126) is finished	(20.94 mins )
1597/2657	(GI:15231128) is finished	(20.92 mins )
1598/2657	(GI:42570499) is finished	(20.89 mins )
1599/2657	(GI:145339793) is finished	(20.87 mins )
1600/2657	(GI:15234342) is finished	(20.85 mins )
1601/2657	(GI:18413402) is finished	(20.83 mins )
1602/2657	(GI:22328462) is finished	(20.81 mins )
1603/2657	(GI:18413493) is finished	(20.8 mins )
1604/2657	(GI:22328334) is finished	(20.78 mins )
1605/2657	(GI:42566323) is finished	(20.77 mins )
1606/2657	(GI:42566037) is finished	(20.74 mins )
1607/2657	(GI:22328363) is finished	(20.72 mins )
1608/2657	(GI:42572867) is finished	(20.72 mins )
1609/2657	(GI:22331928) is finished	(20.7 mins )
1610/2657	(GI:15233350) is finished	(20.68 mins )
1611/2657	(GI:18411440) is finished	(20.65 mins )
1612/2657	(GI:42572803) is finished	(20.62 mins )
1613/2657	(GI:79315530) is finished	(20.62 mins )
1614/2657	(GI:30681286) is finished	(20.61 mins )
1615/2657	(GI:42566349) is finished	(20.58 mins )
1616/2657	(GI:15228715) is finished	(20.57 mins )
1617/2657	(GI:15229432) is finished	(20.55 mins )
1618/2657	(GI:18411179) is finished	(20.53 mins )
1619/2657	(GI:240255703) is finished	(20.51 mins )
1620/2657	(GI:186511604) is finished	(20.51 mins )
1621/2657	(GI:79464834) is finished	(20.51 mins )
1622/2657	(GI:22331898) is finished	(20.48 mins )
1623/2657	(GI:30695320) is finished	(20.46 mins )
1624/2657	(GI:145332979) is finished	(20.44 mins )
1625/2657	(GI:18413340) is finished	(20.42 mins )
1626/2657	(GI:15231620) is finished	(20.41 mins )
1627/2657	(GI:15231745) is finished	(20.4 mins )
1628/2657	(GI:42566185) is finished	(20.4 mins )
1629/2657	(GI:240255692) is finished	(20.38 mins )
1630/2657	(GI:15235875) is finished	(20.35 mins )
1631/2657	(GI:15232398) is finished	(20.33 mins )
1632/2657	(GI:30682811) is finished	(20.32 mins )
1633/2657	(GI:79448408) is finished	(20.3 mins )
1634/2657	(GI:15234376) is finished	(20.28 mins )
1635/2657	(GI:79325119) is finished	(20.25 mins )
1636/2657	(GI:15235900) is finished	(20.24 mins )
1637/2657	(GI:186511647) is finished	(20.23 mins )
1638/2657	(GI:30683101) is finished	(20.22 mins )
1639/2657	(GI:15232216) is finished	(20.19 mins )
1640/2657	(GI:238480140) is finished	(20.17 mins )
1641/2657	(GI:240255888) is finished	(20.14 mins )
1642/2657	(GI:240255699) is finished	(20.13 mins )
1643/2657	(GI:79325087) is finished	(20.1 mins )
1644/2657	(GI:186511664) is finished	(20.08 mins )
1645/2657	(GI:15234624) is finished	(20.05 mins )
1646/2657	(GI:42572759) is finished	(20.02 mins )
1647/2657	(GI:15232209) is finished	(20.0 mins )
1648/2657	(GI:15235300) is finished	(19.98 mins )
1649/2657	(GI:15231032) is finished	(19.97 mins )
1650/2657	(GI:18411492) is finished	(19.96 mins )
1651/2657	(GI:15236899) is finished	(19.94 mins )
1652/2657	(GI:15228820) is finished	(19.91 mins )
1653/2657	(GI:18412772) is finished	(19.88 mins )
1654/2657	(GI:15235034) is finished	(19.87 mins )
1655/2657	(GI:30682967) is finished	(19.85 mins )
1656/2657	(GI:15232268) is finished	(19.82 mins )
1657/2657	(GI:15231584) is finished	(19.8 mins )
1658/2657	(GI:79324965) is finished	(19.78 mins )
1659/2657	(GI:42566008) is finished	(19.77 mins )
1660/2657	(GI:79457844) is finished	(19.75 mins )
1661/2657	(GI:15236343) is finished	(19.72 mins )
1662/2657	(GI:15234486) is finished	(19.71 mins )
1663/2657	(GI:18414176) is finished	(19.68 mins )
1664/2657	(GI:18414174) is finished	(19.67 mins )
1665/2657	(GI:15231017) is finished	(19.66 mins )
1666/2657	(GI:15234340) is finished	(19.63 mins )
1667/2657	(GI:18411800) is finished	(19.62 mins )
1668/2657	(GI:18414006) is finished	(19.6 mins )
1669/2657	(GI:30679426) is finished	(19.57 mins )
1670/2657	(GI:15234154) is finished	(19.55 mins )
1671/2657	(GI:79471228) is finished	(19.53 mins )
1672/2657	(GI:186511457) is finished	(19.5 mins )
1673/2657	(GI:15233810) is finished	(19.48 mins )
1674/2657	(GI:15233901) is finished	(19.46 mins )
1675/2657	(GI:18414079) is finished	(19.44 mins )
1676/2657	(GI:145332999) is finished	(19.42 mins )
1677/2657	(GI:30695235) is finished	(19.39 mins )
1678/2657	(GI:22328638) is finished	(19.37 mins )
1679/2657	(GI:18412777) is finished	(19.35 mins )
1680/2657	(GI:30694943) is finished	(19.34 mins )
1681/2657	(GI:22328332) is finished	(19.31 mins )
1682/2657	(GI:42566353) is finished	(19.29 mins )
1683/2657	(GI:18412147) is finished	(19.26 mins )
1684/2657	(GI:79316097) is finished	(19.24 mins )
1685/2657	(GI:15231108) is finished	(19.21 mins )
1686/2657	(GI:15236918) is finished	(19.2 mins )
1687/2657	(GI:15231018) is finished	(19.18 mins )
1688/2657	(GI:30694924) is finished	(19.17 mins )
1689/2657	(GI:186511550) is finished	(19.14 mins )
1690/2657	(GI:15235577) is finished	(19.12 mins )
1691/2657	(GI:18414065) is finished	(19.09 mins )
1692/2657	(GI:18414206) is finished	(19.07 mins )
1693/2657	(GI:22328253) is finished	(19.04 mins )
1694/2657	(GI:18411987) is finished	(19.02 mins )
1695/2657	(GI:22328289) is finished	(19.0 mins )
1696/2657	(GI:42566102) is finished	(19.0 mins )
1697/2657	(GI:15234260) is finished	(18.98 mins )
1698/2657	(GI:145340184) is finished	(18.96 mins )
1699/2657	(GI:15228764) is finished	(18.94 mins )
1700/2657	(GI:18414136) is finished	(18.91 mins )
1701/2657	(GI:18414467) is finished	(18.88 mins )
1702/2657	(GI:186511309) is finished	(18.86 mins )
1703/2657	(GI:15236326) is finished	(18.84 mins )
1704/2657	(GI:15233562) is finished	(18.82 mins )
1705/2657	(GI:42572861) is finished	(18.8 mins )
1706/2657	(GI:186511465) is finished	(18.77 mins )
1707/2657	(GI:145340077) is finished	(18.75 mins )
1708/2657	(GI:240255892) is finished	(18.72 mins )
1709/2657	(GI:15233171) is finished	(18.69 mins )
1710/2657	(GI:186511775) is finished	(18.66 mins )
1711/2657	(GI:30695172) is finished	(18.65 mins )
1712/2657	(GI:240255673) is finished	(18.63 mins )
1713/2657	(GI:15234547) is finished	(18.61 mins )
1714/2657	(GI:42572781) is finished	(18.59 mins )
1715/2657	(GI:42566759) is finished	(18.56 mins )
1716/2657	(GI:42572731) is finished	(18.53 mins )
1717/2657	(GI:15236509) is finished	(18.52 mins )
1718/2657	(GI:18413327) is finished	(18.5 mins )
1719/2657	(GI:145332987) is finished	(18.48 mins )
1720/2657	(GI:240255890) is finished	(18.46 mins )
1721/2657	(GI:15233391) is finished	(18.45 mins )
1722/2657	(GI:79315717) is finished	(18.42 mins )
1723/2657	(GI:15234269) is finished	(18.43 mins )
1724/2657	(GI:22328400) is finished	(18.42 mins )
1725/2657	(GI:15236413) is finished	(18.4 mins )
1726/2657	(GI:15235503) is finished	(18.37 mins )
1727/2657	(GI:42572723) is finished	(18.38 mins )
1728/2657	(GI:15234542) is finished	(18.35 mins )
1729/2657	(GI:15233135) is finished	(18.34 mins )
1730/2657	(GI:145332945) is finished	(18.32 mins )
1731/2657	(GI:15232965) is finished	(18.3 mins )
1732/2657	(GI:18412947) is finished	(18.28 mins )
1733/2657	(GI:15228678) is finished	(18.26 mins )
1734/2657	(GI:79315642) is finished	(18.24 mins )
1735/2657	(GI:42566799) is finished	(18.22 mins )
1736/2657	(GI:15234871) is finished	(18.2 mins )
1737/2657	(GI:145333035) is finished	(18.18 mins )
1738/2657	(GI:186511728) is finished	(18.15 mins )
1739/2657	(GI:240255678) is finished	(18.14 mins )
1740/2657	(GI:15231671) is finished	(18.11 mins )
1741/2657	(GI:18411716) is finished	(18.09 mins )
1742/2657	(GI:186511305) is finished	(18.06 mins )
1743/2657	(GI:79456990) is finished	(18.04 mins )
1744/2657	(GI:145332919) is finished	(18.02 mins )
1745/2657	(GI:18412427) is finished	(18.0 mins )
1746/2657	(GI:15235876) is finished	(17.97 mins )
1747/2657	(GI:18410933) is finished	(17.96 mins )
1748/2657	(GI:186511837) is finished	(17.95 mins )
1749/2657	(GI:18411296) is finished	(17.93 mins )
1750/2657	(GI:15235617) is finished	(17.91 mins )
1751/2657	(GI:15234344) is finished	(17.9 mins )
1752/2657	(GI:15233768) is finished	(17.88 mins )
1753/2657	(GI:79315726) is finished	(17.86 mins )
1754/2657	(GI:240255770) is finished	(17.84 mins )
Traceback (most recent call last):
  File "blastpro.py", line 177, in <module>
    main(sys.argv)
  File "blastpro.py", line 171, in main
    result_dic = all_page(urls)
  File "blastpro.py", line 116, in all_page
    dic = get_all_info(soup)
  File "blastpro.py", line 102, in get_all_info
    result = find_everything(tag)
  File "blastpro.py", line 66, in find_everything
    length_tag = ichild(1, ichild(2, ichild(1, leng_div)))
  File "blastpro.py", line 57, in ichild
    return list(tag.children)[i]
  File "/usr/local/lib/python3.5/dist-packages/bs4/element.py", line 737, in __getattr__
    self.__class__.__name__, attr))
AttributeError: 'NavigableString' object has no attribute 'children'
